RESUMEN DE DATOS OBTENIDOS PARA LA VARIABLE "VALOR AGREGADO BRUTO (VAB) POR SECTOR"
CIUDAD,AÑO,DATO
PORTOVIEJO,2015,{"agricultura; ganaderia; silvicultura y pesca":52820.66;"explotacion de minas y canteras":77.09;"manufactura":34274.84;"suministro de electricidad y de agua":9429.63;"construccion":525962.33;"comercio":200721.51;"alojamiento y servicios de comida":22230.71;"transporte; informacion y comunicaciones":128538.71;"actividades financieras":25872.04;"actividades profesionales e inmobiliarias":77058.59;"administracion publica":107529.96;"ensenanza":96761.79;"salud":90805.43;"otros servicios":21348.17}
PORTOVIEJO,2016,{"agricultura; ganaderia; silvicultura y pesca":52063.49;"explotacion de minas y canteras":103.26;"manufactura":28596.64;"suministro de electricidad y de agua":10286.22;"construccion":679324.45;"comercio":169870.3;"alojamiento y servicios de comida":22694.98;"transporte; informacion y comunicaciones":169948.95;"actividades financieras":25650.7;"actividades profesionales e inmobiliarias":101116.81;"administracion publica":131097.57;"ensenanza":99079.8;"salud":89022.72;"otros servicios":25165.19}
PORTOVIEJO,2017,{"agricultura; ganaderia; silvicultura y pesca":55516.32;"explotacion de minas y canteras":98.91;"manufactura":30929.46;"suministro de electricidad y de agua":14215.69;"construccion":550308.67;"comercio":175078.54;"alojamiento y servicios de comida":20408.88;"transporte; informacion y comunicaciones":187752.04;"actividades financieras":34798.39;"actividades profesionales e inmobiliarias":134256.07;"administracion publica":81807.26;"ensenanza":104052.39;"salud":87621.71;"otros servicios":34863.75}
RIOBAMBA,2007,{"agricultura; ganaderia; silvicultura y pesca":17812.61;"explotacion de minas y canteras":615.2;"manufactura":50199.78;"suministro de electricidad y de agua":6053.28;"construccion":69370.58;"comercio":77874.12;"alojamiento y servicios de comida":20183.83;"transporte; informacion y comunicaciones":51094.01;"actividades financieras":19325.58;"actividades profesionales e inmobiliarias":48702.13;"administracion publica":66852.89;"ensenanza":46618.88;"salud":26452.81;"otros servicios":7265.33}
RIOBAMBA,2008,{"agricultura; ganaderia; silvicultura y pesca":23849.72;"explotacion de minas y canteras":386.73;"manufactura":55367.32;"suministro de electricidad y de agua":6626.27;"construccion":75555.1;"comercio":98542.9;"alojamiento y servicios de comida":20720.66;"transporte; informacion y comunicaciones":67294.01;"actividades financieras":21484.1;"actividades profesionales e inmobiliarias":52746.54;"administracion publica":84227.73;"ensenanza":56047.2;"salud":28667.44;"otros servicios":7667.29}
RIOBAMBA,2009,{"agricultura; ganaderia; silvicultura y pesca":30612.69;"explotacion de minas y canteras":406.61;"manufactura":48123.04;"suministro de electricidad y de agua":5036.52;"construccion":78379.51;"comercio":89649.78;"alojamiento y servicios de comida":26618.64;"transporte; informacion y comunicaciones":85414.47;"actividades financieras":25997.68;"actividades profesionales e inmobiliarias":67320.58;"administracion publica":110513.24;"ensenanza":64587.56;"salud":36808.69;"otros servicios":8549.01}
RIOBAMBA,2010,{"agricultura; ganaderia; silvicultura y pesca":29473.35;"explotacion de minas y canteras":327.36;"manufactura":63175.36;"suministro de electricidad y de agua":8743.92;"construccion":106099.86;"comercio":93773.14;"alojamiento y servicios de comida":29561.5;"transporte; informacion y comunicaciones":95906;"actividades financieras":29374.96;"actividades profesionales e inmobiliarias":78261.08;"administracion publica":115203.07;"ensenanza":65365.98;"salud":42548;"otros servicios":11297.21}
RIOBAMBA,2011,{"agricultura; ganaderia; silvicultura y pesca":38265.84;"explotacion de minas y canteras":470.28;"manufactura":104868.1;"suministro de electricidad y de agua":9872.13;"construccion":157432.58;"comercio":119009.52;"alojamiento y servicios de comida":22595.75;"transporte; informacion y comunicaciones":127978.82;"actividades financieras":32017.98;"actividades profesionales e inmobiliarias":70658.5;"administracion publica":131919.69;"ensenanza":65438.57;"salud":50478.58;"otros servicios":13890.86}
RIOBAMBA,2012,{"agricultura; ganaderia; silvicultura y pesca":48718.13;"explotacion de minas y canteras":572.91;"manufactura":109415.24;"suministro de electricidad y de agua":10394.21;"construccion":197771.97;"comercio":98776.12;"alojamiento y servicios de comida":32010.17;"transporte; informacion y comunicaciones":124996.58;"actividades financieras":32163.82;"actividades profesionales e inmobiliarias":70650.73;"administracion publica":93627.12;"ensenanza":76856.58;"salud":63028.01;"otros servicios":12311.8}
RIOBAMBA,2013,{"agricultura; ganaderia; silvicultura y pesca":59015.92;"explotacion de minas y canteras":294.56;"manufactura":113894.62;"suministro de electricidad y de agua":11168.8;"construccion":210741.4;"comercio":129470.31;"alojamiento y servicios de comida":26880.13;"transporte; informacion y comunicaciones":138010.09;"actividades financieras":37349.35;"actividades profesionales e inmobiliarias":73660.19;"administracion publica":95878.9;"ensenanza":76782.87;"salud":72302.47;"otros servicios":14571.47}
RIOBAMBA,2014,{"agricultura; ganaderia; silvicultura y pesca":83342.28;"explotacion de minas y canteras":179.63;"manufactura":171506.88;"suministro de electricidad y de agua":17032.11;"construccion":268718.76;"comercio":137996.46;"alojamiento y servicios de comida":27858.05;"transporte; informacion y comunicaciones":144619.04;"actividades financieras":47437.09;"actividades profesionales e inmobiliarias":91467.4;"administracion publica":86728.84;"ensenanza":78392.51;"salud":76341.2;"otros servicios":12454.69}
RIOBAMBA,2015,{"agricultura; ganaderia; silvicultura y pesca":103971.93;"explotacion de minas y canteras":120.42;"manufactura":201610.3;"suministro de electricidad y de agua":18112.63;"construccion":341580.29;"comercio":155501.4;"alojamiento y servicios de comida":30595.42;"transporte; informacion y comunicaciones":156060.97;"actividades financieras":50125.14;"actividades profesionales e inmobiliarias":114863.92;"administracion publica":88655.75;"ensenanza":85409.84;"salud":92954.77;"otros servicios":9888.21}
RIOBAMBA,2016,{"agricultura; ganaderia; silvicultura y pesca":113289.81;"explotacion de minas y canteras":194.51;"manufactura":208946.47;"suministro de electricidad y de agua":21569.6;"construccion":396500.84;"comercio":130008.77;"alojamiento y servicios de comida":31938.09;"transporte; informacion y comunicaciones":167886.65;"actividades financieras":39121.26;"actividades profesionales e inmobiliarias":126508.34;"administracion publica":107526.12;"ensenanza":86742.57;"salud":101479.8;"otros servicios":11942.78}
RIOBAMBA,2017,{"agricultura; ganaderia; silvicultura y pesca":121017.18;"explotacion de minas y canteras":222.6;"manufactura":203247.95;"suministro de electricidad y de agua":25017.91;"construccion":295833.06;"comercio":132948.32;"alojamiento y servicios de comida":36533.88;"transporte; informacion y comunicaciones":171086.23;"actividades financieras":50743.52;"actividades profesionales e inmobiliarias":116866.24;"administracion publica":72419.56;"ensenanza":92650.89;"salud":106037.46;"otros servicios":15300.11}
